Comp_ID,ES_ID,Study_ID,FirstAuthor,Year,Journal,Volume,Species_ID,CommonName,Genus,Species,animal,Model,Strain,Sex,Repro,FoodSched,Type,AL,CV1,Prots1,Carbs1,Fats1,Intake,CI1,Age1,N1,LT25contr,LT50contr,LT75contr,CR,CV2,c_nCR,c_CR,CI2,c_aCR,Prots2,Carbs2,Fats2,Age2,N2,Page,Prots,PD25,PD50,PD75,c_LT25_logHR,c_LT25_varlogHR,c_LT50_logHR,c_LT50_varlogHR,c_LT75_logHR,c_LT75_varlogHR,c_LT2550_logHR,c_LT2550_varlogHR,c_LT5075_logHR,c_LT5075_varlogHR,c_all_logHR,c_all_varlogHR,Notes_control,Notes_treatment
Comp0496,Exp0270,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,1,D,FC,0,131.1,2.5,97.5,0,0,,9,100,41.35,60,71.09,0.25,32.78,0.25,0.25,,,2.53,97.5,0,9,100,0.178748759,0.02515,25,50,75,0,0.08,0,0.04,0,0.027,0,0.08,0,0.08,0,0.027,"fertile, homogeneous cohorts Jan14, May4, Aug5, diet 24:1 S:Y",
Comp0497,Exp0270,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,1,D,FC,0,131.1,2.5,97.5,0,0,,9,100,41.35,60,71.09,0.1,13.11,0.1,0.1,,,2.5,97.5,0,9,100,0.178748759,0.025,30.63,61.62,84.15,0.202,0.072,0.208,0.036,0.115,0.025,0.292,0.072,0.162,0.086,0.222,0.025,"fertile, homogeneous cohorts Jan14, May4, Aug5, diet 24:1 S:Y",
Comp0499,Exp0271,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,1,D,FC,0,130,6.4,93.6,0,0,,9,100,35.8,47.39,61.01,0.75,97.48,0.75,0.75,,,6.4,93.6,0,9,100,0.200892857,0.064,18.02,38.87,61.13,-0.325,0.093,-0.25,0.045,-0.204,0.029,-0.27,0.087,-0.319,0.085,-0.305,0.03,"fertile, homogeneous cohorts Jan14, May4, Aug5, diet 9:1 S:Y",
Comp0500,Exp0271,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,1,D,FC,0,130,6.4,93.6,0,0,,9,100,35.8,47.39,61.01,0.5,64.98,0.5,0.5,,,6.4,93.6,0,9,100,0.200892857,0.064,18.02,38.87,61.13,-0.325,0.093,-0.25,0.045,-0.204,0.029,-0.27,0.087,-0.319,0.085,-0.305,0.03,"fertile, homogeneous cohorts Jan14, May4, Aug5, diet 9:1 S:Y",
Comp0501,Exp0271,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,1,D,FC,0,130,6.4,93.6,0,0,,9,100,35.8,47.39,61.01,0.25,32.49,0.25,0.25,,,6.4,93.6,0,9,100,0.200892857,0.064,12.72,27.91,48.76,-0.651,0.106,-0.567,0.051,-0.424,0.032,-0.643,0.1,-0.561,0.09,-0.616,0.033,"fertile, homogeneous cohorts Jan14, May4, Aug5, diet 9:1 S:Y",
Comp0502,Exp0271,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,1,D,FC,0,130,6.4,93.6,0,0,,9,100,35.8,47.39,61.01,0.1,13,0.1,0.1,,,6.4,93.6,0,9,100,0.200892857,0.064,12.72,27.91,48.76,-0.651,0.106,-0.567,0.051,-0.424,0.032,-0.643,0.1,-0.561,0.09,-0.616,0.033,"fertile, homogeneous cohorts Jan14, May4, Aug5, diet 9:1 S:Y",
Comp0504,Exp0272,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,1,D,FC,0,127.1,16.4,83.6,0,0,,9,100,34.5,44.75,59.75,0.75,95.32,0.75,0.75,,,16.4,83.6,0,9,100,0.206896552,0.164,19.33,39.02,63.8,-0.256,0.09,-0.247,0.045,-0.161,0.029,-0.311,0.09,-0.209,0.081,-0.257,0.029,"fertile, homogeneous cohorts Jan14, May4, Aug5, diet 3:1 S:Y",
Comp0505,Exp0272,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,1,D,FC,0,127.1,16.4,83.6,0,0,,9,100,34.5,44.75,59.75,0.5,63.55,0.5,0.5,,,16.4,83.6,0,9,100,0.206896552,0.164,21.97,43.06,69.42,-0.129,0.085,-0.149,0.043,-0.077,0.028,-0.209,0.087,-0.077,0.078,-0.136,0.028,"fertile, homogeneous cohorts Jan14, May4, Aug5, diet 3:1 S:Y",
Comp0506,Exp0272,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,1,D,FC,0,127.1,16.4,83.6,0,0,,9,100,34.5,44.75,59.75,0.25,31.77,0.25,0.25,,,16.4,83.6,0,9,100,0.206896552,0.164,20.56,41.3,66.61,-0.195,0.088,-0.191,0.044,-0.118,0.028,-0.244,0.088,-0.149,0.08,-0.194,0.028,"fertile, homogeneous cohorts Jan14, May4, Aug5, diet 3:1 S:Y",
Comp0507,Exp0272,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,1,D,FC,0,127.1,16.4,83.6,0,0,,9,100,34.5,44.75,59.75,0.1,12.71,0.1,0.1,,,16.4,83.6,0,9,100,0.206896552,0.164,14.76,31.11,53.95,-0.515,0.101,-0.466,0.049,-0.326,0.031,-0.548,0.097,-0.419,0.086,-0.491,0.031,"fertile, homogeneous cohorts Jan14, May4, Aug5, diet 3:1 S:Y",
Comp0508,Exp0273,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,131.12,2.5,97.5,0,0,,9,100,23,41.25,61,0.75,98.34,0.75,0.75,,,2.5,97.5,0,9,100,0.28125,0.025,28.17,55.28,79.75,0.119,0.075,0.1,0.038,0.061,0.026,0.124,0.077,0.09,0.081,0.112,0.026,"non-fertile, homogeneous cohorts Jan14, May4, Aug5, diet 24:1 S:Y",
Comp0509,Exp0273,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,131.12,2.5,97.5,0,0,,9,100,23,41.25,61,0.5,65.56,0.5,0.5,,,2.5,97.5,0,9,100,0.28125,0.025,36.8,66.19,88.56,0.382,0.065,0.279,0.034,0.166,0.024,0.335,0.074,0.286,0.088,0.339,0.025,"non-fertile, homogeneous cohorts Jan14, May4, Aug5, diet 24:1 S:Y",
Comp0510,Exp0273,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,131.12,2.5,97.5,0,0,,9,100,23,41.25,61,0.25,32.78,0.25,0.25,,,2.5,97.5,0,9,100,0.28125,0.025,20.78,42.96,67.43,-0.184,0.087,-0.151,0.043,-0.106,0.028,-0.174,0.085,-0.154,0.081,-0.17,0.028,"non-fertile, homogeneous cohorts Jan14, May4, Aug5, diet 24:1 S:Y",
Comp0511,Exp0273,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,131.12,2.5,97.5,0,0,,9,100,23,41.25,61,0.1,13.11,0.1,0.1,,,2.5,97.5,0,9,100,0.28125,0.025,33.98,63.2,86.44,0.305,0.068,0.233,0.035,0.142,0.025,0.284,0.074,0.237,0.085,0.278,0.025,"non-fertile, homogeneous cohorts Jan14, May4, Aug5, diet 24:1 S:Y",
Comp0512,Exp0274,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,130,6.4,93.6,0,0,,9,100,11.5,25.25,40.5,0.75,97.48,0.75,0.75,,,6.4,93.6,0,9,100,0.43902439,0.064,10.55,23.73,41.48,-0.813,0.113,-0.713,0.054,-0.576,0.034,-0.801,0.106,-0.789,0.098,-0.801,0.035,"non-fertile, homogeneous cohorts Jan14, May4, Aug5, diet 9:1 S:Y",
Comp0513,Exp0274,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,130,6.4,93.6,0,0,,9,100,11.5,25.25,40.5,0.5,64.98,0.5,0.5,,,6.4,93.6,0,9,100,0.43902439,0.064,19.68,41.3,65.56,-0.238,0.09,-0.191,0.044,-0.134,0.028,-0.214,0.086,-0.191,0.082,-0.214,0.029,"non-fertile, homogeneous cohorts Jan14, May4, Aug5, diet 9:1 S:Y",
Comp0514,Exp0274,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,130,6.4,93.6,0,0,,9,100,11.5,25.25,40.5,0.25,32.49,0.25,0.25,,,6.4,93.6,0,9,100,0.43902439,0.064,10.55,23.37,42,-0.813,0.113,-0.726,0.055,-0.564,0.034,-0.826,0.107,-0.746,0.096,-0.793,0.035,"non-fertile, homogeneous cohorts Jan14, May4, Aug5, diet 9:1 S:Y",
Comp0515,Exp0274,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,130,6.4,93.6,0,0,,9,100,11.5,25.25,40.5,0.1,13,0.1,0.1,,,6.4,93.6,0,9,100,0.43902439,0.064,31.99,59.93,84.71,0.245,0.07,0.181,0.036,0.122,0.025,0.209,0.076,0.214,0.081,0.224,0.025,"non-fertile, homogeneous cohorts Jan14, May4, Aug5, diet 9:1 S:Y",
Comp0516,Exp0275,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,127.1,16.4,83.6,0,0,,9,100,10.5,25,39.25,0.75,95.32,0.75,0.75,,,16.4,83.6,0,9,100,0.461538462,0.164,14.61,33.28,55.11,-0.525,0.101,-0.402,0.048,-0.306,0.031,-0.421,0.092,-0.431,0.087,-0.456,0.031,"non-fertile, homogeneous cohorts Jan14, May4, Aug5, diet 3:1 S:Y",
Comp0517,Exp0275,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,127.1,16.4,83.6,0,0,,9,100,10.5,25,39.25,0.5,63.55,0.5,0.5,,,16.4,83.6,0,9,100,0.461538462,0.164,28.7,56.87,80.63,0.138,0.074,0.129,0.037,0.072,0.026,0.17,0.075,0.097,0.082,0.136,0.026,"non-fertile, homogeneous cohorts Jan14, May4, Aug5, diet 3:1 S:Y",
Comp0518,Exp0275,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,127.1,16.4,83.6,0,0,,9,100,10.5,25,39.25,0.25,31.77,0.25,0.25,,,16.4,83.6,0,9,100,0.461538462,0.164,20.25,44.19,67.25,-0.21,0.088,-0.123,0.042,-0.109,0.028,-0.105,0.082,-0.191,0.083,-0.167,0.028,"non-fertile, homogeneous cohorts Jan14, May4, Aug5, diet 3:1 S:Y",
Comp0519,Exp0275,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,127.1,16.4,83.6,0,0,,9,100,10.5,25,39.25,0.1,12.71,0.1,0.1,,,16.4,83.6,0,9,100,0.461538462,0.164,26.06,52.81,76.23,0.042,0.078,0.055,0.039,0.016,0.026,0.082,0.077,-0.007,0.083,0.04,0.026,"non-fertile, homogeneous cohorts Jan14, May4, Aug5, diet 3:1 S:Y",
Comp0520,Exp0276,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,131.12,2.5,97.5,0,0,,9,100,44.5,55.25,66.75,0.75,98.34,0.75,0.75,,,2.5,97.5,0,9,100,0.168224299,0.025,20.95,42.43,67.61,-0.176,0.087,-0.164,0.043,-0.104,0.028,-0.204,0.086,-0.134,0.08,-0.171,0.028,"fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 24:1 S:Y",
Comp0521,Exp0276,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,131.12,2.5,97.5,0,0,,9,100,44.5,55.25,66.75,0.5,65.56,0.5,0.5,,,2.5,97.5,0,9,100,0.168224299,0.025,17.25,36.97,60.04,-0.367,0.095,-0.3,0.046,-0.222,0.03,-0.335,0.09,-0.315,0.084,-0.338,0.03,"fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 24:1 S:Y",
Comp0522,Exp0276,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,131.12,2.5,97.5,0,0,,9,100,44.5,55.25,66.75,0.25,32.78,0.25,0.25,,,2.5,97.5,0,9,100,0.168224299,0.025,17.25,36.97,60.04,-0.367,0.095,-0.3,0.046,-0.222,0.03,-0.335,0.09,-0.315,0.084,-0.338,0.03,"fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 24:1 S:Y",
Comp0523,Exp0276,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,131.12,2.5,97.5,0,0,,9,100,44.5,55.25,66.75,0.1,13.11,0.1,0.1,,,2.5,97.5,0,9,100,0.168224299,0.025,15.14,33.45,55.63,-0.491,0.1,-0.397,0.048,-0.297,0.031,-0.434,0.093,-0.412,0.087,-0.444,0.031,"fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 24:1 S:Y",
Comp0524,Exp0277,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,130,6.4,93.6,0,0,,9,100,52.5,67,80.5,0.75,97.48,0.75,0.75,,,6.4,93.6,0,9,100,0.146341463,0.064,23.94,48.77,73.42,-0.043,0.082,-0.025,0.04,-0.021,0.027,-0.021,0.08,-0.038,0.081,-0.034,0.027,"fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 9:1 S:Y",
Comp0525,Exp0277,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,130,6.4,93.6,0,0,,9,100,52.5,67,80.5,0.5,64.98,0.5,0.5,,,6.4,93.6,0,9,100,0.146341463,0.064,20.6,42.78,66.55,-0.193,0.088,-0.156,0.043,-0.119,0.028,-0.177,0.085,-0.186,0.082,-0.185,0.028,"fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 9:1 S:Y",
Comp0526,Exp0277,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,130,6.4,93.6,0,0,,9,100,52.5,67,80.5,0.25,32.49,0.25,0.25,,,6.4,93.6,0,9,100,0.146341463,0.064,18.66,39.09,62.68,-0.29,0.092,-0.245,0.045,-0.179,0.029,-0.283,0.088,-0.257,0.083,-0.276,0.029,"fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 9:1 S:Y",
Comp0527,Exp0277,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,130,6.4,93.6,0,0,,9,100,52.5,67,80.5,0.1,13,0.1,0.1,,,6.4,93.6,0,9,100,0.146341463,0.064,19.19,39.96,64.08,-0.263,0.091,-0.223,0.044,-0.157,0.029,-0.26,0.088,-0.22,0.082,-0.247,0.029,"fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 9:1 S:Y",
Comp0528,Exp0278,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,127.1,16.4,83.6,0,0,,9,100,47.85,59.62,71.65,0.75,95.32,0.75,0.75,,,16.4,83.6,0,9,100,0.158311346,0.164,30.11,56.87,82.04,0.185,0.073,0.129,0.037,0.09,0.025,0.139,0.077,0.155,0.08,0.16,0.026,"fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 3:1 S:Y",
Comp0529,Exp0278,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,127.1,16.4,83.6,0,0,,9,100,47.85,59.62,71.65,0.5,63.55,0.5,0.5,,,16.4,83.6,0,9,100,0.158311346,0.164,19.89,41.02,64.97,-0.228,0.089,-0.197,0.044,-0.143,0.029,-0.234,0.087,-0.209,0.082,-0.223,0.029,"fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 3:1 S:Y",
Comp0530,Exp0278,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,127.1,16.4,83.6,0,0,,9,100,47.85,59.62,71.65,0.25,31.77,0.25,0.25,,,16.4,83.6,0,9,100,0.158311346,0.164,23.24,45.95,71.12,-0.073,0.083,-0.084,0.042,-0.053,0.027,-0.119,0.084,-0.071,0.08,-0.087,0.027,"fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 3:1 S:Y",
Comp0531,Exp0278,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,127.1,16.4,83.6,0,0,,9,100,47.85,59.62,71.65,0.1,12.71,0.1,0.1,,,16.4,83.6,0,9,100,0.158311346,0.164,32.04,60.04,84.16,0.247,0.07,0.182,0.036,0.115,0.025,0.212,0.076,0.19,0.082,0.218,0.025,"fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 3:1 S:Y",
Comp0532,Exp0279,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,131.12,2.5,97.5,0,0,,9,100,16.5,31.25,54.75,0.75,98.34,0.75,0.75,,,2.5,97.5,0,9,100,0.352941176,0.025,18.14,34.16,59.86,-0.318,0.093,-0.376,0.048,-0.225,0.03,-0.526,0.098,-0.251,0.08,-0.357,0.03,"non-fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 24:1 S:Y",
Comp0533,Exp0279,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,131.12,2.5,97.5,0,0,,9,100,16.5,31.25,54.75,0.5,65.56,0.5,0.5,,,2.5,97.5,0,9,100,0.352941176,0.025,16.72,32.22,57.57,-0.397,0.096,-0.432,0.049,-0.263,0.03,-0.575,0.099,-0.295,0.081,-0.414,0.03,"non-fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 24:1 S:Y",
Comp0534,Exp0279,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,131.12,2.5,97.5,0,0,,9,100,16.5,31.25,54.75,0.25,32.78,0.25,0.25,,,2.5,97.5,0,9,100,0.352941176,0.025,14.44,28.88,52.29,-0.535,0.101,-0.535,0.051,-0.357,0.031,-0.67,0.102,-0.427,0.085,-0.537,0.032,"non-fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 24:1 S:Y",
Comp0535,Exp0279,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,131.12,2.5,97.5,0,0,,9,100,16.5,31.25,54.75,0.1,13.11,0.1,0.1,,,2.5,97.5,0,9,100,0.352941176,0.025,25.35,46.48,74.82,0.014,0.079,-0.073,0.041,-0.002,0.027,-0.163,0.087,0.057,0.075,-0.025,0.027,"non-fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 24:1 S:Y",
Comp0536,Exp0280,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,130,6.4,93.6,0,0,,9,100,30.2,55.25,79.5,0.75,97.48,0.75,0.75,,,6.4,93.6,0,9,100,0.229591837,0.064,18.14,38.03,61.8,-0.318,0.093,-0.272,0.045,-0.193,0.029,-0.316,0.089,-0.267,0.083,-0.299,0.029,"non-fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 9:1 S:Y",
Comp0537,Exp0280,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,130,6.4,93.6,0,0,,9,100,30.2,55.25,79.5,0.5,64.98,0.5,0.5,,,6.4,93.6,0,9,100,0.229591837,0.064,20.42,42.08,66.72,-0.202,0.088,-0.172,0.043,-0.117,0.028,-0.203,0.086,-0.162,0.081,-0.188,0.028,"non-fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 9:1 S:Y",
Comp0538,Exp0280,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,130,6.4,93.6,0,0,,9,100,30.2,55.25,79.5,0.25,32.49,0.25,0.25,,,6.4,93.6,0,9,100,0.229591837,0.064,24.47,48.94,74.47,-0.021,0.081,-0.021,0.04,-0.007,0.027,-0.028,0.081,0,0.079,-0.017,0.027,"non-fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 9:1 S:Y",
Comp0539,Exp0280,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,130,6.4,93.6,0,0,,9,100,30.2,55.25,79.5,0.1,13,0.1,0.1,,,6.4,93.6,0,9,100,0.229591837,0.064,87.5,99.12,100,1.111,0.036,0.659,0.027,0.286,0.023,1.425,0.223,0.983,2.273,1.152,0.03,"non-fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 9:1 S:Y",
Comp0540,Exp0281,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,127.1,16.4,83.6,0,0,,9,100,9.5,16.25,29.75,0.75,95.32,0.75,0.75,,,16.4,83.6,0,9,100,0.486486486,0.164,18.87,37.56,59.96,-0.279,0.091,-0.284,0.046,-0.223,0.03,-0.368,0.092,-0.335,0.085,-0.328,0.03,"non-fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 3:1 S:Y",
Comp0541,Exp0281,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,127.1,16.4,83.6,0,0,,9,100,9.5,16.25,29.75,0.5,63.55,0.5,0.5,,,16.4,83.6,0,9,100,0.486486486,0.164,18.87,37.56,59.96,-0.279,0.091,-0.284,0.046,-0.223,0.03,-0.368,0.092,-0.335,0.085,-0.328,0.03,"non-fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 3:1 S:Y",
Comp0542,Exp0281,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,127.1,16.4,83.6,0,0,,9,100,9.5,16.25,29.75,0.25,32.49,0.26,0.26,,,16.4,83.6,0,9,100,0.486486486,0.164,17.11,33.51,55.38,-0.375,0.095,-0.395,0.048,-0.301,0.031,-0.517,0.097,-0.425,0.087,-0.438,0.031,"non-fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 3:1 S:Y",
Comp0543,Exp0281,Paper180,Kulminski,2009,EXP GERONTOL,,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,0,D,FC,0,127.1,16.4,83.6,0,0,,9,100,9.5,16.25,29.75,0.1,12.7,0.1,0.1,,,16.4,83.6,0,9,100,0.486486486,0.164,62.61,93.12,99.65,0.859,0.046,0.603,0.028,0.282,0.023,0.977,0.081,0.81,0.298,0.893,0.027,"non-fertile, non-homogeneous cohorts Jul23, Jul26, Nov15, Feb22, Apr8, diet 3:1 S:Y",
Comp0557,Exp0288,Paper187,Zou,2009,EXP GERONTOL,44,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,1,D,CNM,0,131.88,0,100,0,0,,25,54,21,30.72,40.83,1,127.1,0.96,0.96,,,16.4,83.6,0,25,54,0.543478261,0.082,10.25,10.25,16.26,-0.837,0.21,-1.32,0.123,-1.287,0.081,-2.197,0.299,-1.952,0.26,-1.576,0.084,treatments without Resveratrol,
Comp0558,Exp0288,Paper187,Zou,2009,EXP GERONTOL,44,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,1,D,CNM,0,131.88,0,100,0,0,,25,54,21,30.72,40.83,0.5,65.94,0.5,0.5,,,0,100,0,25,54,0.543478261,0,20.49,27.91,76.32,-0.198,0.163,-0.567,0.095,0.017,0.049,-1.144,0.229,0.285,0.104,-0.173,0.05,treatments without Resveratrol,
Comp0559,Exp0288,Paper187,Zou,2009,EXP GERONTOL,44,Spp025,MexicanFruitFly,Anastrepha,ludens,Anastrepha_ludens,0,WT_mexfly,F,1,D,CNM,0,131.88,0,100,0,0,,25,54,21,30.72,40.83,0.5,65.56,0.5,0.5,,,2.5,97.5,0,25,54,0.543478261,0.0125,6.71,16.61,28.98,-1.154,0.234,-1.003,0.111,-0.885,0.071,-1.096,0.215,-1.255,0.211,-1.169,0.073,treatments without Resveratrol,
